om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,fc,date_tim,hour,year,length,width,cas,area_pth,ma,ed,id,total_pp,total_ml,ml_und18,ml18t44,ml45t64,ml_ovr65,totl_fml,fml_un18,fml1844,fml4564,fml_ov65,white,black,ttl_hsn_u,mobl_hms,mdn_incm,pop_d,pop_under18,pop18to44,pop45to64,PopOver65
463,2002,12,"31",2002/12/31,04:10:00,3,MS,28,32,1,1,0,0.15,0,32.85,-90.42,32.85,-90.42,1.5,50,0,2002/12/31 10:10:00+00,4,2002,2414.01,35.9084040305313,1,86683.2464137429,Dec,4261331269.67106,907,0.530212262766289,0.25227030864974,0.092885848259335,0.098625828114609,0.042471486944205,0.018287145331591,0.277941954116549,0.094070467839914,0.101837343899798,0.043313302853881,0.038720839522956,0.055063019141342,0.464080261015649,0.190117050963737,0.019331473049128,23020.6384,6.11666365419175,0.186956316099249,0.200463172014407,0.085784789798086,0.057007984854547
9,2003,2,"15",2003/02/15,12:00:00,3,LA,22,1,1,1,0,0.12,0,29.95,-92,29.95,-92,0.5,10,0,2003/02/15 18:00:00+00,12,2003,804.67,7.18168080610627,1,5778.88309424953,Feb,284088751.311404,908,0.001265059051358,0.00060113846787,0.000174243071011,0.000224816353334,0.000132944029877,6.9135013648e-05,0.000663920583489,0.000188026539863,0.000249529354889,0.000143545228325,8.2819460412e-05,0.00115500155653,7.5042758238e-05,0.000505001431117,0.000101334350258,48288.9826,0.218910649467341,0.000362269610874,0.000474345708223,0.000276489258202,0.00015195447406
2,2003,2,"22",2003/02/22,10:31:00,3,GA,13,3,0,1,0,0.05,0,31.77,-82.35,31.77,-82.35,0.1,0,0,2003/02/22 16:31:00+00,10,2003,160.934,0.718168080610627,1,115.577661884991,Feb,4445168.6368447,909,2.8356478659e-05,1.3922299984e-05,3.691476359e-06,5.621804015e-06,3.16284765e-06,1.44617196e-06,1.4434178675e-05,3.452579547e-06,4.882020241e-06,3.502314128e-06,2.597264759e-06,2.2446099509e-05,3.311171777e-06,1.2869902484e-05,2.918230053e-06,42115.2003,0.245345667982253,7.144055906e-06,1.0503824256e-05,6.665161778e-06,4.043436719e-06
27,2003,2,"22",2003/02/22,15:09:00,3,KY,21,1,1,7,2,0.3,0,37.55,-83.55,37.55,-83.55,0.5,75,0,2003/02/22 21:09:00+00,15,2003,804.67,53.862606045797,9,43341.6232068715,Feb,2130665634.83553,910,0.031859071817751,0.015441564998106,0.003981474036321,0.005368367528085,0.004390131270243,0.001701592163457,0.016417506819645,0.003672057475629,0.005848096722686,0.004286079364921,0.002611273256408,0.030765412293646,0.000324831254695,0.013232702766043,0.006146233482225,29286.2833,0.735068727483653,0.00765353151195,0.011216464250771,0.008676210635164,0.004312865419865
711,2003,3,"06",2003/03/06,02:48:00,3,AL,1,4,1,3,0,0.2,0,33.75,-85.68,33.75,-85.58,9,250,0,2003/03/06 08:48:00+00,2,2003,14484.06,179.542020152657,3,2600497.39241229,Mar,127839938090.132,911,33.8357414257821,16.4117377752519,4.17321852737127,6.0491536820867,4.42261824794036,1.76674731785358,17.4240036505302,4.35007049191222,6.10399952426719,4.28759462680254,2.68233900754823,30.6490674519016,2.27954876274806,14.5325600241376,3.64377895737072,43525.6926279878,13.0112575865324,8.52328901928349,12.1531532063539,8.71021287474291,4.44908632540181
42,2003,3,"19",2003/03/19,11:09:00,3,TN,47,1,1,1,1,0.1,0,36.1,-85.58,36.28,-85.45,12.2,440,0,2003/03/19 17:09:00+00,11,2003,19633.948,315.993955468676,2,6204208.8899863,Mar,304997683407.923,912,1618.54861726675,816.308363553402,148.389643863537,474.631016254421,130.20826657288,63.0794368625638,802.240253713353,159.504449574516,388.706147609912,147.361480300368,106.668176228557,1484.74064532587,56.6015680389376,684.166643297398,53.820603283231,41721.9733960393,260.879129953074,307.894093438054,863.337163864333,277.569746873247,169.747613091121
44,2003,3,"19",2003/03/19,12:42:00,3,TN,47,2,1,1,0,0.01,0,35.73,-85.73,35.73,-85.72,0.5,200,0,2003/03/19 18:42:00+00,12,2003,804.67,143.633616122125,1,115577.661884991,Mar,5681775026.22808,913,3.4847751800484,1.69909103232912,0.433557780038454,0.664505877452119,0.430034059510581,0.170993315327965,1.78568414771928,0.452847723221459,0.612413813698804,0.487237262348849,0.233185348450166,3.19600283742789,0.111948528797032,1.43987644623362,0.348391436759966,47356.4519,30.1509402700674,0.886405503259913,1.27691969115092,0.91727132185943,0.404178663778131
757,2003,3,"19",2003/03/19,13:50:00,3,AL,1,8,1,3,0,0.3,0,34.75,-85.72,34.78,-85.68,10,50,0,2003/03/19 19:50:00+00,13,2003,16093.4,35.9084040305313,3,577888.309424953,Mar,28408875131.1404,914,3.61478212511665,1.77919282776046,0.443139194072804,0.661170788111639,0.431528070979333,0.243354774596686,1.83558929735619,0.443044521563799,0.630998713149541,0.455673140952265,0.305872921690583,3.41922498310942,0.007370459182948,1.59523556634427,0.467243022849001,41943.9164027003,6.25515703668354,0.886183715636603,1.29216950126118,0.887201211931598,0.549227696287269
46,2003,3,"20",2003/03/20,02:50:00,3,FL,12,5,2,3,0,0.5,0,30.7,-85.05,30.77,-84.92,8,300,0,2003/03/20 08:50:00+00,2,2003,12874.72,215.450424183188,3,2773863.88523977,Mar,182876946931.539,915,63.707377190332,36.1320990702373,6.43373907567816,17.0825586782513,8.95119868508065,3.66460263122716,27.5752781200948,6.73326486850861,9.58302383949521,7.04200301304449,4.21698639904646,50.3331619158365,11.0179515863176,24.6951800000244,10.0070740522268,44922.4766738897,22.9670163447206,13.1670039441868,26.6655825177465,15.9932016981251,7.88158903027361
47,2003,3,"20",2003/03/20,04:05:00,3,GA,13,4,3,200,6,6.75,0,31.18,-84.27,31.4,-83.95,25,600,0,2003/03/20 10:05:00+00,4,2003,40233.5,430.900848366376,206,17336649.2827486,Mar,1499240531485.05,916,354.010071604455,194.970184179183,39.5954637591663,95.5928704431765,43.5201584039589,16.2616915728812,159.039887425272,40.4329237081339,55.0925515771372,39.3142327653018,24.2001793746988,191.60429034668,153.423853479668,122.444355496307,32.3199880744111,43728.3068173268,20.4197515812196,80.0283874673003,150.685422020314,82.8343911692608,40.46187094758
25,2003,3,"27",2003/03/27,16:46:00,3,FL,12,13,2,14,1,8,0,25.77,-80.2,25.77,-80.2,6,600,0,2003/03/27 22:46:00+00,16,2003,9656.04,430.900848366376,15,4160795.82785966,Mar,274315420397.308,917,1068.60639561461,574.328518067668,116.99847531012,223.542132689861,132.021881534464,101.766028533223,494.277877546942,116.340020793559,185.936908664413,93.8776785027011,98.1232695862696,825.996747732386,118.970848212821,495.752956402904,0.238988072252953,14995.9861500578,256.82740509868,233.338496103678,409.479041354273,225.899560037165,199.889298119493
61,2003,4,"06",2003/04/06,11:45:00,3,TX,48,15,2,6,0,2.3,0,32.3,-94.6,32.3,-94.52,4.9,220,0,2003/04/06 16:45:00+00,11,2003,7885.766,157.996977734338,6,1245927.1951202,Apr,82142228663.4162,918,23.0756715344912,11.3828909823942,2.91691332606031,3.63638432232358,3.47939242609094,1.35020090791936,11.692780552097,2.8327694351494,4.18083314380427,3.10935782555917,1.56982014758421,18.1885256690224,3.81790208910485,10.839106583836,2.80803306540213,51107.1484103337,18.520882781008,5.74968276120971,7.81721746612784,6.58875025165012,2.92002105550357
723,2003,4,"06",2003/04/06,18:30:00,3,MS,28,14,1,2,0,0.5,0,32.4,-90.27,32.4,-90.18,5,100,0,2003/04/06 23:30:00+00,18,2003,8046.7,71.8168080610627,2,577888.309424953,Apr,28408875131.1404,919,57.4527113582233,26.4764097235677,9.82363227029101,9.00357106633697,5.89526602893632,1.75394035800342,30.9763016346556,9.59656899456228,10.84040719082,6.95683723766049,3.58248821161284,12.2964180521892,44.2001421297263,19.5984831668767,0.48465028964083,64036.0987903139,99.4183658350755,19.4202012648533,19.843978257157,12.8521032665968,5.33642856961626
724,2003,4,"06",2003/04/06,18:37:00,3,MS,28,15,2,6,0,1.1,0,31.63,-90.62,31.68,-90.45,11,1230,0,2003/04/06 23:37:00+00,18,2003,17702.74,883.346739151071,6,15637657.6530392,Apr,1030968788326.55,920,247.1219601469,122.858385538386,34.8104032175519,45.7829356313581,29.3668922110077,12.8981544784682,124.263574608514,30.4829112992103,44.9916695434331,31.2959103258292,17.4930834400416,188.919768765206,56.4307375650364,104.980420404976,35.7201598955524,42998.8186912797,15.8030035974647,65.2933145167622,90.7746051747912,60.6628025368369,30.3912379185098
769,2003,4,"15",2003/04/15,17:55:00,3,OK,40,8,1,1,0,1.02,0,35.38,-99.92,35.4,-99.92,1.5,200,0,2003/04/15 22:55:00+00,17,2003,2414.01,143.633616122125,1,346732.985654972,Apr,17045325078.6842,921,0.589497426935848,0.284780740036893,0.076120969922505,0.084900481425582,0.067577823235339,0.056181465453467,0.304716686898954,0.079360540685781,0.089641877512976,0.064475795700301,0.071238472999897,0.545339935458327,0.002439247307379,0.318344420692798,0.036841528358871,34166.907,1.70014810048227,0.155481510608286,0.174542358938558,0.13205361893564,0.127419938453364
847,2003,4,"19",2003/04/19,16:57:00,3,OK,40,16,2,3,0,1.86,0,36.78,-96.05,36.95,-95.73,20,440,0,2003/04/19 21:57:00+00,16,2003,32186.8,315.993955468676,3,10170834.2458792,Apr,670548805415.643,922,162.854402010324,79.2032821667391,19.8840704188923,25.5685132914597,20.2742200526061,13.4764784037811,83.6511198435852,18.8530006024387,27.7643048878258,21.6342191812715,15.3995951720491,129.407795024082,1.25023868774747,73.4930247515886,9.79031590389963,44723.7586917408,16.0119020793507,38.737071021331,53.3328181792855,41.9084392338776,28.8760735758303
71,2003,4,"24",2003/04/24,15:15:00,3,LA,22,11,2,3,0,0.4,0,32.65,-91.55,32.68,-91.4,11,75,0,2003/04/24 20:15:00+00,15,2003,17702.74,53.862606045797,3,953515.710551172,Apr,62863950507.7165,923,6.75097859893871,3.83834965269636,0.773420132316173,1.89288794377931,0.771892791992145,0.400148784608729,2.91262894624235,0.778780845857951,0.946071369836334,0.712450516945616,0.475326213602447,4.281795896676,2.42315989369663,2.3794430533549,0.639868720500439,33803.9549838862,7.08009162747445,1.55220097817412,2.83895931361565,1.48434330893776,0.875474998211176
90,2003,4,"24",2003/04/24,17:08:00,3,AR,5,6,1,1,0,0,0,36.4,-92.8,36.45,-92.75,4.9,200,0,2003/04/24 22:08:00+00,17,2003,7885.766,143.633616122125,1,1132661.08647291,Apr,55681395257.0352,924,9.49741456585448,4.78494777146207,0.675993227298038,1.01126060625978,1.55936445249843,1.53832948540582,4.71246679439242,0.624661378000389,0.982292666186071,1.59873165358266,1.5067810966233,9.28112118142354,0.007032041533142,6.36104240686657,1.31766605149296,36339.0098,8.38504534081709,1.30065460529843,1.99355327244585,3.15809610608108,3.04511058202912
738,2003,4,"24",2003/04/24,20:53:00,3,MS,28,25,3,6,0,50,0,32.25,-90,32.35,-89.85,12,600,0,2003/04/25 01:53:00+00,20,2003,19312.08,430.900848366376,6,8321591.65571932,Apr,719635455112.826,925,677.903961254087,338.623216294654,90.4893922919699,145.858943686707,77.322110331089,24.9527699848883,339.280744959432,94.2748588011178,131.619803396265,82.1060652214753,31.2800175405738,525.389269840839,142.389913364727,250.203147438959,22.5092931582376,69672.6403426592,81.4632571868835,184.764251093088,277.478747082973,159.428175552564,56.232787525462
163,2003,4,"30",2003/04/30,00:09:00,3,TX,48,33,1,11,0,1.5,0,26.23,-98.45,26.23,-98.45,0.3,100,0,2003/04/30 05:09:00+00,0,2003,482.802,71.8168080610627,11,34673.2985654972,Apr,1704532507.86842,926,0.519916954514457,0.249123859703141,0.086645592635102,0.091247149462522,0.038034434121796,0.03319668348372,0.270793094811317,0.088133492608202,0.100544641768755,0.045113873523889,0.037001086910471,0.371918623802171,0,0.218233738586425,0.073270075858424,31557.4032,14.9947358925873,0.174779085243304,0.191791791231277,0.083148307645685,0.070197770394191
190,2003,5,"02",2003/05/02,13:55:00,3,SC,45,4,1,1,0,0.25,0,34.83,-82.52,34.83,-82.48,2.3,100,0,2003/05/02 18:55:00+00,13,2003,3701.482,71.8168080610627,1,265828.622335478,May,13068082560.3246,927,71.6985762481946,35.1275792188879,9.42110158899418,14.1321428082859,8.23609542224312,3.33823939936475,36.5709970293067,9.44240846616504,13.7769499492092,9.12481075231486,4.22682786161758,66.4220376543599,3.15493435480947,29.2437100415656,8.96203948343694,62449.4223397575,269.717292360302,18.8635100551592,27.9090927574951,17.360906174558,7.56506726098233
1031,2003,5,"04",2003/05/04,14:55:00,3,KS,20,16,2,2,0,4,0,39.02,-95.07,39.1,-94.93,6,250,0,2003/05/04 19:55:00+00,14,2003,9656.04,179.542020152657,2,1733664.92827486,May,114298091832.212,928,84.605732021098,43.1633909187916,11.3191373223081,14.3665670912238,13.0619166429488,4.4157698623109,41.4423411023065,10.5903088453244,13.404533570457,12.3879885245863,5.05951016193871,82.0528057603911,0.366211838843049,31.9561115317131,0.870631628824993,79004.8522044316,48.8016632517841,21.9094461676325,27.7711006616808,25.4499051675351,9.47528002424962
1034,2003,5,"04",2003/05/04,15:18:00,3,KS,20,18,4,30,2,47.55,0,39.07,-94.83,39.25,-94.5,21,500,0,2003/05/04 20:18:00+00,15,2003,33796.14,359.084040305313,32,12135654.497924,May,1189292123024.8,929,8282.64757240346,3941.36603301865,1082.9857800417,1519.03972806098,899.653020878286,439.687504037678,4341.28153938481,1042.38733789252,1655.92681952175,1028.17336468927,614.794017281268,5896.85610270206,1780.87913617926,3560.0425807574,159.004575901434,64320.7824013492,682.50522242705,2125.37311793422,3174.96654758274,1927.82638556755,1054.48152131895
221,2003,5,"04",2003/05/04,15:35:00,3,KS,20,20,4,30,4,20.2,0,37.42,-95.1,37.58,-94.53,33,880,0,2003/05/04 20:35:00+00,15,2003,53108.22,631.987910937352,34,33563753.0114013,May,3289242214537.17,930,536.044069002036,265.207600608501,65.9931012928339,95.5416477720613,65.8088378115134,37.8640137320928,270.836468393534,63.5316882321397,86.7401223902637,63.6982334097833,56.8664243613476,509.510599648311,3.95164762344119,238.294596929971,21.1528714542614,44623.916048631,15.9709216314381,129.524789524974,182.281770162325,129.507071221297,94.7304380934404
1038,2003,5,"04",2003/05/04,15:45:00,3,MO,29,9,4,13,0,31,0,39.23,-94.48,39.23,-94.47,5,200,0,2003/05/04 20:45:00+00,15,2003,8046.7,143.633616122125,13,1155776.61884991,May,113265916478.553,931,43.8292807860374,21.7127843544905,7.49722635780822,10.4502634422837,2.91173206150171,0.853562492896887,22.1164964315469,7.35755148983426,8.7868841936019,4.81637248842219,1.15568825968856,36.4701296814844,3.64919701254506,15.9281958244806,0.85505757436017,90464.1126,37.9219306492384,14.8547778476425,19.2371476358856,7.7281045499239,2.00925075258545
752,2003,5,"04",2003/05/04,16:25:00,3,KS,20,23,1,1,0,2.5,0,36.98,-95.3,37.03,-95.07,12,220,0,2003/05/04 21:25:00+00,16,2003,19312.08,157.996977734338,1,3051250.27376375,May,149998860692.421,932,29.6107873803726,14.1991889958816,3.50749168784749,4.73375350962959,3.3780090716381,2.57993472676639,15.411598384491,3.36788379588164,4.43697395242919,3.78018000904719,3.826560627133,25.4536968873383,0.2660509483563,14.6405543052987,1.58274987365767,42329.349988111,9.7044767631753,6.87537548372913,9.17072746205878,7.1581890806853,6.4064953538994
225,2003,5,"04",2003/05/04,16:31:00,3,MO,29,13,3,47,5,52.5,0,37.57,-94.52,37.8,-92.98,86,880,0,2003/05/04 21:31:00+00,16,2003,138403.24,631.987910937352,52,87469174.5145609,May,7564168228185.93,933,772.747862771955,381.295575978058,100.948863271719,119.51378992397,96.1977992027354,64.6351235796327,391.452286793897,93.2204339500851,117.603051704031,100.60362620228,80.0251749375005,751.017583746431,1.98677692184302,358.940438468223,71.8321679349474,39984.2103084741,8.83451646892262,194.169297221805,237.116841628002,196.801425405016,144.660298517133
220,2003,5,"04",2003/05/04,16:45:00,3,KS,20,25,3,34,5,23.9,0,37.08,-94.95,37.2,-94.52,25,880,0,2003/05/04 21:45:00+00,16,2003,40233.5,631.987910937352,39,25427085.6146979,May,2198886112844.75,934,1088.87755793314,526.222941929389,161.195464910416,183.675042018059,132.440800717443,48.9116342834706,562.654616003755,160.851848318833,206.177567778861,131.282741399403,64.3424585066578,1040.68293420907,5.72809318042448,427.064371926441,37.2812432058754,50205.6692189224,42.8235297758122,322.04731322925,389.85260979692,263.723542116846,113.254092790128
243,2003,5,"04",2003/05/04,17:50:00,3,MO,29,18,3,48,7,47.8,0,36.92,-94.2,37.13,-93.37,49,880,0,2003/05/04 22:50:00+00,17,2003,78857.66,631.987910937352,55,49837087.8048079,May,4309816781175.7,935,3116.13537561456,1497.82242685259,438.187635922347,566.898982278383,329.775192076032,162.960616575833,1618.31294876196,435.432249645599,605.687689734437,367.888954774585,209.30405460734,2965.53299900207,10.7150441019029,1258.82865301536,91.6565644719889,47064.8881590386,62.5264338843236,873.619885567946,1172.58667201282,697.664146850617,372.264671183173
321,2003,5,"04",2003/05/04,18:34:00,3,AR,5,21,2,1,0,0,0,35.28,-92.28,35.43,-92.02,14.5,100,0,2003/05/04 23:34:00+00,18,2003,23335.43,71.8168080610627,1,1675876.09733236,May,110488155437.805,936,23.7587347821657,11.8228216431147,3.07341846975252,3.96435213649955,3.10050711023195,1.68454392663068,11.935913139051,2.85278019332943,3.96880902942871,3.09818372996979,2.01614018632305,23.1779106972157,0.049179683879591,11.3566975577424,3.60523844073154,44971.7517352937,14.1769041398612,5.92619866308195,7.93316116592826,6.19869084020174,3.70068411295374
222,2003,5,"04",2003/05/04,18:36:00,3,MO,29,23,3,27,4,5,0,37.9,-92.83,37.98,-92.57,14,400,0,2003/05/04 23:36:00+00,18,2003,22530.76,287.267232244251,31,6472349.06555947,May,559716465087.753,937,72.3508986767513,36.7818979880913,9.41268259985502,12.1838626858041,9.77116768216386,5.41418502026826,35.56900068866,8.19094346403799,11.68768023267,9.83355465870436,5.85682233324771,71.1199887956746,0.014063013620123,34.2821513348966,8.02622224324989,44952.0696495509,11.1784605471518,17.603626063893,23.8715429184741,19.6047223408682,11.271007353516
315,2003,5,"04",2003/05/04,18:52:00,3,AR,5,24,3,5,0,0,0,35,-92.37,35.18,-91.78,34.9,500,0,2003/05/04 23:52:00+00,18,2003,56165.966,359.084040305313,5,20168301.9989309,May,1744116484960.95,938,491.018364660834,245.890234517409,66.2745730849836,88.6030579271726,63.7226055339758,27.2899979712771,245.128130143425,63.4186509458189,91.1490195573375,61.1419697506402,29.4184898896286,469.70945088766,8.10867316795817,200.904999142702,68.0126129959296,55086.9205671606,24.3460438408183,129.693224030802,179.75207748451,124.864575284616,56.7084878609058
324,2003,5,"04",2003/05/04,19:55:00,3,AR,5,25,3,4,0,1,0,35.12,-91.45,35.32,-90.75,43,300,0,2003/05/05 00:55:00+00,19,2003,69201.62,215.450424183188,4,14909518.3831638,May,1289346857077.15,939,85.5770293522802,41.6259162234611,10.8606209606868,14.0192058268801,11.0325470196126,5.71354241628162,43.9511131288191,10.2632795424818,14.4528532802133,11.3147952012153,7.92018510490876,68.059832102798,16.1919070891526,39.8298039531619,8.63393657398708,36271.7528220626,5.73975812987467,21.1239005031686,28.4720591070934,22.3473422208279,13.6337275211904
803,2003,5,"04",2003/05/04,21:45:00,3,KY,21,10,2,1,0,0,0,37.4,-88.02,37.4,-88,0.2,25,0,2003/05/05 02:45:00+00,21,2003,321.868,17.9542020152657,1,5778.88309424953,May,380993639.440706,940,0.166211739703517,0.086047773513219,0.017707181521303,0.034369454707114,0.024025864488193,0.00994527279661,0.080163966190298,0.019805120911419,0.02708039471687,0.02386307875661,0.009415371805399,0.165930849181143,0,0.074822245932474,0.01562013550085,55622.5096,28.7619141956534,0.037512302432722,0.061449849423984,0.047888943244803,0.019360644602009
798,2003,5,"04",2003/05/04,21:58:00,3,KY,21,13,2,1,0,1,0,37.48,-87.85,37.48,-87.82,1.5,75,0,2003/05/05 02:58:00+00,21,2003,2414.01,53.862606045797,1,130024.869620614,May,8572356887.41588,941,2.12257798068938,1.06293449842161,0.264766177002657,0.383676312246583,0.275707794639025,0.138784214533349,1.05964348226776,0.233329440633489,0.369354958535882,0.285148106496623,0.171810976601768,2.08603185892493,0.025759699134182,0.927419055207252,0.150007563315569,44115.3898,16.3243999927292,0.498095617636146,0.753031270782465,0.560855901135648,0.310595191135117
950,2003,5,"04",2003/05/04,22:00:00,3,TN,47,13,2,10,0,50,0,36,-89.42,36.12,-89.27,15,200,0,2003/05/05 03:00:00+00,22,2003,24140.1,143.633616122125,10,3467329.85654972,May,228596183664.424,942,373.047059473871,173.473127961156,49.9544109972926,66.1885650345331,37.3556568165318,19.9744951127985,199.573931512715,47.1308102025829,70.2617833124693,45.3554189115528,36.8259190861101,287.173226494442,75.3614146939559,164.550714690348,8.77879731596413,40236.7704355569,107.589146377058,97.0852211998755,136.450348347002,82.7110757280845,56.8004141989086
945,2003,5,"04",2003/05/04,22:35:00,3,TN,47,16,4,86,11,40,0,35.52,-89.03,35.65,-88.35,39,880,0,2003/05/05 03:35:00+00,22,2003,62764.26,631.987910937352,97,39666253.5589288,May,3887286253543.93,943,1502.99285796902,725.994343231686,189.829595631646,271.134414938068,174.934416999732,90.0959156622391,776.998514737333,173.600032520158,278.821813233268,187.333662305379,137.243006678528,1261.3625016324,208.745858426914,656.461594773347,118.759757565434,45347.5840740176,37.8909708661079,363.429628151804,549.956228171337,362.268079305111,227.338922340767
117,2003,5,"04",2003/05/04,22:45:00,3,KY,21,14,2,2,0,0.07,0,37.67,-87.33,37.67,-87.33,0.2,25,0,2003/05/05 03:45:00+00,22,2003,321.868,17.9542020152657,2,5778.88309424953,May,380993639.440706,944,0.006657547756489,0.003218735241244,0.000916872520105,0.001153768248488,0.000830919269634,0.000317175203017,0.003438812515245,0.000941566676376,0.001238044013639,0.000800468977368,0.000458732847863,0.006564731956651,1.9016444316e-05,0.002468061230342,0.000290294562877,59388.9312,1.15204748874637,0.001858439196481,0.002391812262127,0.001631388247002,0.00077590805088
947,2003,5,"04",2003/05/04,23:00:00,3,TN,47,19,1,3,0,2,0,35.97,-88.67,35.97,-88.67,1,200,0,2003/05/05 04:00:00+00,23,2003,1609.34,143.633616122125,3,231155.323769981,May,11363550052.4562,945,0.312384976229057,0.150583177709612,0.037197465672782,0.051478805492033,0.038024828015734,0.023882078529062,0.161801798519446,0.035052410459982,0.055182692113488,0.041771484461567,0.029795211484408,0.269613623176393,0.038326458976116,0.145920066110651,0.03504052755266,37715.4844,1.35140723187456,0.072249876132764,0.106661497605521,0.079796312477301,0.05367729001347
922,2003,5,"04",2003/05/04,23:53:00,3,TN,47,20,3,1,0,0.75,0,36.42,-87.35,36.4,-87.2,11.5,1000,0,2003/05/05 04:53:00+00,23,2003,18507.41,718.168080610627,1,13291431.1167739,May,1149417740805.21,946,391.779378417444,196.429029433003,53.9076596027889,72.4216856274604,50.1760494517288,19.9236347510249,195.350348984441,50.0281107112219,72.5627813449105,50.5834895458103,22.1759673824985,371.001140815699,11.7923155760901,152.51332956897,17.6266459647242,61767.7515879802,29.4760868845052,103.935770314011,144.984466972371,100.759538997539,42.0996021335234
928,2003,5,"05",2003/05/05,10:45:00,3,TN,47,30,3,2,0,0.05,0,35.27,-86.58,35.27,-86.57,1.6,700,0,2003/05/05 15:45:00+00,10,2003,2574.944,502.717656427439,2,1294469.81311189,May,111943293017.551,947,6.65686553004134,3.44608098006731,0.791840525910793,1.18108550599062,0.984025741065343,0.489129207100558,3.21078454997403,0.705010152213968,1.01986362860339,0.863796294606054,0.622114474550622,6.25487396831203,0.182782544495878,3.0975237990528,0.621504330888094,48270.7513,5.14254211462706,1.49685067812476,2.200949134594,1.8478220356714,1.11124368165118
192,2003,5,"06",2003/05/06,12:12:00,3,GA,13,11,2,12,0,0.7,0,34.22,-83.1,34.2,-83.03,7,200,0,2003/05/06 17:12:00+00,12,2003,11265.38,143.633616122125,12,1618087.26638987,May,106678219043.398,948,22.8182619590082,11.3354385962262,2.59865766412789,4.24469452138059,3.14766625331626,1.34442015740147,11.482823362782,2.78253956821993,4.1234204071848,2.80415617501504,1.77270721236224,19.685779165527,2.89908604270028,10.0479427577134,3.7593058727013,45593.7326091927,14.1019971128741,5.38119723234782,8.36811492856539,5.9518224283313,3.11712736976371
1044,2003,5,"06",2003/05/06,13:48:00,3,MO,29,40,0,2,0,0.12,0,38.67,-93.52,38.7,-93.17,22,50,0,2003/05/06 18:48:00+00,13,2003,35405.48,35.9084040305313,2,1271354.2807349,May,48896855005.2917,949,170.614765727808,81.3221177661135,22.5970275118417,30.6872186092234,16.8743173248014,11.163554320247,89.292647961694,20.4242485408005,33.3076616329659,18.5317949039876,17.0289428839401,157.978818589055,3.92668345009046,74.3572177946119,2.60616300198135,52433.8087938842,134.199230154151,43.0212760526422,63.9948802421893,35.406112228789,28.192497204187
170,2003,5,"06",2003/05/06,16:20:00,3,SC,45,10,1,3,0,0.32,0,33.75,-79.5,33.73,-79.43,3.8,25,0,2003/05/06 21:20:00+00,16,2003,6115.492,17.9542020152657,3,109798.778790741,May,5397686274.91668,950,3.00390146926622,1.44181428588213,0.415982326766227,0.468891668762659,0.374383152564463,0.182557137788781,1.56208718338408,0.352638761792027,0.547553257385676,0.402142360787415,0.259752803418966,1.38579482651897,1.58714079772565,1.31384253799125,0.492468742268871,32721.1386,27.3582411603245,0.768621088558254,1.01644492614833,0.776525513351878,0.442309941207747
807,2003,5,"06",2003/05/06,19:45:00,3,MO,29,63,3,2,0,12,0,37.38,-89.67,37.4,-89.63,2,50,0,2003/05/07 00:45:00+00,19,2003,3218.68,35.9084040305313,2,115577.661884991,May,9994936876.56703,951,37.119565012905,17.3686413964482,4.67622658577561,6.82010619061708,4.09380000669006,1.77850861336545,19.7509236164568,5.09634066412866,7.30724586906046,4.38399447489695,2.96334260837075,35.8164191320402,0.589559863763708,15.1165573270611,0.301925691240285,60162.5540705255,321.165564413667,9.77256724990428,14.1273520596775,8.47779448158701,4.7418512217362
811,2003,5,"06",2003/05/06,20:32:00,3,IL,17,24,4,33,2,16,0,37.27,-89.03,37.38,-88.48,33,1000,0,2003/05/07 01:32:00+00,20,2003,53108.22,718.168080610627,35,38140628.4220469,May,3737775243792.24,952,371.123435681217,182.759751187839,46.6118436359753,62.7769528604013,47.8485245679943,25.5224301234685,188.363684493378,45.0866160248659,64.099537503553,47.676723352834,31.5008076121249,338.851508206663,23.2792394126031,169.178405058823,39.060162036951,47086.1987650822,9.73039645740845,91.6984596608412,126.876490363954,95.5252479208283,57.0232377355933
119,2003,5,"06",2003/05/06,21:27:00,3,IL,17,27,2,1,0,0.3,0,37.05,-89.35,36.97,-88.88,25,400,0,2003/05/07 02:27:00+00,21,2003,40233.5,287.267232244251,1,11557766.1884991,May,761987278881.412,953,166.188437378174,81.4448044853736,19.7307936678258,28.6467702582972,21.6085132338865,11.4587273253641,84.7436328928009,20.138228229683,27.7838126015257,20.5259940207312,16.295598040861,130.122791276103,31.0470745971348,80.193549103765,12.0607982289276,41573.4130221886,14.3789409361426,39.8690218975088,56.4305828598229,42.1345072546177,27.7543253662251
967,2003,5,"06",2003/05/06,21:30:00,3,MS,28,33,2,2,0,0.4,0,34.32,-88.55,34.33,-88.53,1,100,0,2003/05/07 02:30:00+00,21,2003,1609.34,71.8168080610627,2,115577.661884991,May,7619872788.81412,954,4.85881775612238,2.38327669253076,0.662177166713697,0.901088118304864,0.567651327517086,0.25236007999511,2.47554106359162,0.634805439958079,0.890645644229173,0.617161353547816,0.332928625856553,4.61933121659641,0.184228895044939,2.02173160424941,0.547539304135449,42473.7980026066,42.0394190095082,1.29698260667178,1.79173376253404,1.1848126810649,0.585288705851663
