om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,fc,date_tim,hour,year,length,width,cas,area_pth,ma,ed,id,total_pp,total_ml,ml_und18,ml18t44,ml45t64,ml_ovr65,totl_fml,fml_un18,fml1844,fml4564,fml_ov65,white,black,ttl_hsn_u,mobl_hms,mdn_incm,pop_d,pop_under18,pop18to44,pop45to64,PopOver65
1030,1996,10,"08",1996/10/08,07:30:00,3,NC,37,51,1,1,0,0.03,0,35.5,-76.98,35.5,-76.98,0.5,50,0,1996/10/08 12:30:00+00,7,1996,804.67,35.9084040305313,1,28894.4154712476,Oct,1420443756.55702,204,0.107167120668096,0.052475517395595,0.012654825545452,0.020455588678627,0.012507138199678,0.006797376887177,0.054691603272501,0.013073946288302,0.020179284452785,0.013841432960328,0.007657527655749,0.086358370244143,0.017894694700584,0.048319180898798,0.014854141903439,50629.1954,3.70892156564774,0.025728771833754,0.040634873131412,0.026348571160006,0.014454904542926
836,1996,10,"17",1996/10/17,17:40:00,3,IL,17,61,0,1,0,0,0,39.33,-88.45,39.33,-88.4,2.5,50,0,1996/10/17 22:40:00+00,17,1996,4023.35,35.9084040305313,1,144472.077356238,Oct,5556460796.05588,205,2.37427657013237,1.17981763661766,0.357964431058429,0.434174361316155,0.241028457786167,0.1310433499702,1.19445893351471,0.360637642474555,0.435885856182692,0.247548844865268,0.165993626478901,2.33590557329781,0.006733563170225,0.975875961375621,0.158192738684825,55740.8272,16.4341553993018,0.718602073532984,0.870060217498847,0.488577302651435,0.297036976449101
789,1996,10,"21",1996/10/21,08:35:00,3,TX,48,127,1,7,0,3,0,32.77,-96.78,32.77,-96.78,0.5,50,0,1996/10/21 13:35:00+00,8,1996,804.67,35.9084040305313,7,28894.4154712476,Oct,1420443756.55702,206,0.739408258548702,0.377951178529821,0.116412130197872,0.168490008555102,0.067814583289304,0.023791468000879,0.361457080018882,0.111329831733203,0.158716982365228,0.074930164141782,0.017923090265331,0.039393127293964,0.685107188017827,0.483026937371908,0,20425.025,25.5900057671862,0.227741961931075,0.32720699092033,0.142744747431086,0.04171455826621
790,1996,10,"21",1996/10/21,08:45:00,3,TX,48,128,0,1,0,0.12,0,32.77,-96.6,32.77,-96.6,0.1,35,0,1996/10/21 13:45:00+00,8,1996,160.934,25.1358828213719,1,4045.21816597467,Oct,155580902.289565,207,0.932570094505146,0.447758172463112,0.15952782010095,0.193151722425497,0.073143197209076,0.027580988039765,0.484811922042034,0.144160804227533,0.202955304983134,0.086196011878153,0.045854245641039,0.702586640329471,0.102949046263631,0.33717030721803,0.00019202569089,54705.3898,230.536415155361,0.303688624328483,0.396107027408631,0.159339209087229,0.073435233680804
803,1996,10,"26",1996/10/26,07:23:00,3,NE,31,58,1,1,0,0.01,0,42.5,-99.4,42.52,-99.42,0.8,50,0,1996/10/26 12:23:00+00,7,1996,1287.472,35.9084040305313,1,46231.0647539962,Oct,2272710010.49123,208,0.073622435639887,0.035276419027189,0.009050500323025,0.011684969865071,0.008029963865046,0.006321116339372,0.038346016612698,0.009620113183556,0.011684963902352,0.008536287180685,0.00869452098078,0.072665161894561,0,0.038029569882026,0.003544254265398,36530.571,1.59248842810879,0.018670613506581,0.023369933767423,0.016566251045731,0.015015637320152
804,1996,10,"26",1996/10/26,07:50:00,3,NE,31,59,1,3,0,0.15,0,42.75,-98.65,42.77,-98.65,1,75,0,1996/10/26 12:50:00+00,7,1996,1609.34,53.862606045797,3,86683.2464137429,Oct,4261331269.67106,209,0.105552564989354,0.053801515668918,0.016411137542356,0.016958501457157,0.010957104729997,0.00806124745279,0.051751049320436,0.015605285011018,0.016530776445064,0.011215895806468,0.009812616544504,0.104706685471505,0,0.045262084863679,0.005433937887583,43302.8298,1.21768126317682,0.032016422553374,0.033489277902221,0.022173000536465,0.017873863997294
1119,1996,10,"26",1996/10/26,15:15:00,3,MN,27,24,2,4,0,0,0,45.82,-95.48,45.93,-95.5,9,880,0,1996/10/26 20:15:00+00,15,1996,14484.06,631.987910937352,4,9153750.82129126,Oct,603493924874.078,210,116.500182898097,59.9518466601031,15.6017298817521,19.4181481385947,15.4242989710771,8.32098247332583,56.5483362379942,15.2531111158194,19.199720959508,14.9565898724625,8.32560148555773,115.137378918776,0.109050630562062,63.2237650173467,6.02959139717694,60355.4068292268,12.7270432823147,30.8548409975715,38.6178690981027,30.3808888435395,16.6465839588836
1120,1996,10,"26",1996/10/26,15:25:00,3,MN,27,25,1,2,0,0,0,45.93,-95.43,46.12,-95.38,8,500,0,1996/10/26 20:25:00+00,15,1996,12874.72,359.084040305313,2,4623106.47539962,Oct,227271001049.123,211,99.103517982748,51.2893229667897,13.0298652090346,16.4648228078044,13.1544651547742,7.65278636026148,47.8141950159584,12.0545585839319,16.1807090414409,12.9277717275758,7.63853909792475,97.5784633822426,0.084713928143328,63.7594007571334,6.56355292572461,53790.4004088475,21.4365640311543,25.0844237929665,32.6455318492454,26.0822368823499,15.2913254581862
583,1996,10,"26",1996/10/26,16:10:00,3,MN,27,26,2,1,0,0.4,0,46.32,-95.37,46.52,-95.43,17,75,0,1996/10/26 21:10:00+00,16,1996,27358.78,53.862606045797,1,1473615.18903363,Oct,97153378057.38,212,10.3570393291131,5.19459861162069,1.4232082864268,1.58687070459202,1.17924985634482,0.962804515087322,5.1624407174924,1.386417621789,1.52898906995704,1.20763949075019,1.0818597841659,10.2844894511031,0.009128516054145,5.88915736694072,0.609768056839841,41184.9291170953,7.02832015181999,2.8096259082158,3.11585977454906,2.386889347095,2.04466429925322
1122,1996,10,"26",1996/10/26,16:17:00,3,MN,27,28,2,3,0,0,0,45.58,-94.63,45.63,-94.6,5,350,0,1996/10/26 21:17:00+00,16,1996,8046.7,251.358828213719,3,2022609.08298734,Oct,133347773804.247,213,39.406941933837,19.2209842492242,5.86683145350966,6.70523743530937,3.34865399251388,3.16405490300434,20.1859576846128,5.81473237389482,6.81893091334695,3.507372091069,4.18112877118897,39.059756363067,0.082044487836153,14.8953717596304,0.759057789133925,49303.0191062885,19.4832220745464,11.6815638274045,13.5241683486563,6.85602608358288,7.34518367419331
1123,1996,10,"26",1996/10/26,17:12:00,3,MN,27,30,1,1,0,0,0,45.6,-93.27,45.73,-93.13,12,880,0,1996/10/26 22:12:00+00,17,1996,19312.08,631.987910937352,1,12205001.095055,Oct,599995442769.685,214,288.032575176437,144.247809846581,42.3115530528618,55.8046872384885,28.9030382871506,15.9250898749982,143.784765329857,40.4273496605403,55.5396049518028,28.661865616238,20.4593864943571,284.401684958959,0.758251942561251,115.4581960609,8.31461734524308,60634.2289808454,23.5995534070978,82.7389027134021,111.344292190291,57.5649039033886,36.3844763693553
1166,1996,11,"07",1996/11/07,12:46:00,3,MS,28,25,1,2,0,0.08,0,32,-89.78,32.1,-89.6,13,440,0,1996/11/07 18:46:00+00,12,1996,20921.42,315.993955468676,2,6611042.25982146,Nov,324997531500.246,215,68.4049129102207,34.1317563717457,10.6531557990327,12.5676578227568,6.93754488903606,3.76504804775758,34.273156538475,9.53828109183229,13.1574680355841,7.02617836176023,4.75957886246098,45.0120900388756,22.7033460142342,27.6923906929662,8.43293710076638,40959.8604104913,10.3470693760273,20.191436890865,25.7251258583409,13.9637232507963,8.52462691021856
806,1996,11,"07",1996/11/07,13:45:00,3,KY,21,25,0,5,0,0.1,0,37.18,-85.92,37.25,-85.8,9,30,0,1996/11/07 19:45:00+00,13,1996,14484.06,21.5450424183188,5,312059.687089475,Nov,12001955319.4807,216,5.83894861313334,2.84598742549817,0.749024167222061,1.12092308790641,0.644449267779888,0.352438672366055,2.99296118763516,0.689921505250789,1.10457526398754,0.705451974897335,0.472164673723268,5.13381243322091,0.622985945292673,2.5606340834707,0.418234883597799,34433.4031052547,18.7109993847401,1.43894567247285,2.22549835189394,1.34990124267722,0.824603346089323
967,1996,11,"07",1996/11/07,16:00:00,3,TN,47,14,2,1,0,0.5,0,35.05,-86.3,35.13,-86.2,7.9,175,0,1996/11/07 22:00:00+00,16,1996,12713.786,125.67941410686,1,1597861.17556,Nov,105344741305.355,217,22.9824301762804,11.3357839511556,2.69873081921051,4.17889123724616,2.71807529848806,1.59525108922401,11.6466462251248,2.98983471820847,4.13051843633814,2.79837403825452,1.87275453931055,21.8067772470636,0.674684741574636,9.60623482865758,1.4182148194644,47249.813352225,14.3832458838146,5.68856553741897,8.3094096735843,5.51644933674259,3.46800562853456
928,1996,11,"07",1996/11/07,18:20:00,3,AL,1,30,1,2,0,0.65,0,33.05,-86.3,33.08,-86.25,4,200,0,1996/11/08 00:20:00+00,18,1996,6437.36,143.633616122125,2,924621.295079925,Nov,45454200209.8247,218,4.09084428774147,2.04856480635217,0.508155975454649,0.792155742448662,0.483140956197296,0.255023530325754,2.0422794813893,0.493883840633841,0.763397599950647,0.501628283766928,0.293458358963692,3.79024089107546,0.268889026002978,2.02333169292457,0.737709302270264,42455.346,4.42434573972023,1.00203981608849,1.55555334239931,0.984769239964224,0.548481889289446
831,1996,11,"07",1996/11/07,22:50:00,3,GA,13,12,1,12,0,0.4,0,34.47,-83.95,34.5,-83.88,6,75,0,1996/11/08 04:50:00+00,22,1996,9656.04,53.862606045797,12,520099.478482458,Nov,25567987618.0264,219,9.08222974126599,4.61838213013488,1.22250911403263,1.89787180027921,1.03188413295302,0.41996806448692,4.46384761113111,1.18594778643579,1.86857282946572,1.01007436242798,0.44540165118472,8.68851919901628,0.071809448586001,3.77543216090567,1.05084310083055,57030.9394,17.4624857686188,2.40845690046842,3.76644462974494,2.041958495381,0.86536971567164
834,1996,11,"08",1996/11/08,04:35:00,3,GA,13,15,2,6,1,0.2,0,32.38,-83.17,32.42,-83.13,4,50,0,1996/11/08 10:35:00+00,4,1996,6437.36,35.9084040305313,7,231155.323769981,Nov,15239745577.6282,220,3.41302856120869,2.22478542577926,0.325456448865513,1.17533390749876,0.402620870961887,0.153646481685816,1.18824313542943,0.269660911527983,0.611864645284371,0.304141233147773,0.170304062236589,2.29871090703057,1.06866188502197,1.0878333051315,0.309536833038034,41239.8810489982,14.7650874119817,0.595117360393496,1.78719855278313,0.70676210410966,0.323950543922405
997,1996,11,"08",1996/11/08,07:30:00,3,PA,42,18,1,1,0,0.5,0,40.05,-78.52,40.27,-78.42,15,150,0,1996/11/08 13:30:00+00,7,1996,24140.1,107.725212091594,1,2600497.39241229,Nov,127839938090.132,221,72.8223519785011,36.0353287115308,8.90214969644136,13.6484379258939,8.36254335866159,5.03227989972425,36.7870232669703,8.65446403036677,13.3577648055249,8.5824573061469,6.28225495574145,71.6995504253202,0.399302338702044,31.4635318030436,5.19571709195277,49097.5772269539,28.0032397613555,17.5566137268081,27.0062027314187,16.9450006648085,11.3145348554657
1086,1996,11,"08",1996/11/08,14:38:00,3,PA,42,24,2,1,0,0.25,0,40.8,-75.53,40.8,-75.53,2,67,0,1996/11/08 20:38:00+00,14,1996,3218.68,48.117261400912,1,154874.066925887,Nov,10210629537.0109,222,0.236927655377405,0.119779299188397,0.030469944604111,0.046319479102466,0.029998115815232,0.011242614205862,0.117148356189008,0.029083902580891,0.047014158822794,0.02967452734672,0.013124912899329,0.233820014147219,0.00081984513876,0.08510060735893,0.009080713364703,76236.2338,1.52980844424253,0.059553847185002,0.09333363792526,0.059672643161952,0.024367527105191
830,1996,11,"08",1996/11/08,14:45:00,3,MD,24,20,1,1,0,0.75,0,39.27,-76.52,39.27,-76.52,3.8,100,0,1996/11/08 20:45:00+00,14,1996,6115.492,71.8168080610627,1,439195.115162964,Nov,21590745099.6667,223,8.11764854828759,3.88600521701757,0.855693243345412,1.4483632465773,0.900900182942109,0.70005438050741,4.23164333127002,0.866583777996926,1.50311848985424,0.983908398106224,0.859026828957963,7.84954242393573,0.200936573440509,3.38862158007548,0,61824.3704,18.4830119189179,1.72227702134234,2.95148173643155,1.88480858104833,1.55908120946537
786,1996,11,"30",1996/11/30,10:27:00,3,TX,48,137,0,2,0,0.03,0,30.93,-95.43,30.93,-95.43,0.1,30,0,1996/11/30 16:27:00+00,10,1996,160.934,21.5450424183188,2,3467.32985654972,Nov,133355059.105341,224,0.007644717965615,0.005119364063354,0.00070443591693,0.002773310695577,0.000925863585163,0.000258392547289,0.002525353902261,0.00067142556696,0.001321370461037,0.000670219870036,0.000319699322624,0.005423928216893,0.001758294003874,0.002433562899434,0.000985423920371,52636.5522,2.20478531950869,0.00137586148389,0.004094681156614,0.001596083455199,0.000578091869913
964,1996,11,"30",1996/11/30,14:14:00,3,LA,22,17,2,9,2,2,0,32.53,-92.78,32.63,-92.67,10,250,0,1996/11/30 20:14:00+00,14,1996,16093.4,179.542020152657,11,2889441.54712476,Nov,190496819720.353,225,48.8607746184802,22.9792934847577,5.33693189844771,12.1034087397438,3.93174042488634,2.176119759329,25.8814811337225,5.36910293286571,12.8924542296008,4.25821998346632,2.7927966501405,19.7114163856805,28.6515044771943,17.3473300755462,4.13135352753222,42701.0123864021,16.9101100754576,10.7060348313134,24.9958629693446,8.18996040835266,4.96891640946949
931,1996,11,"30",1996/11/30,17:45:00,3,FL,12,63,2,7,0,0.07,0,30.43,-87.1,30.43,-87.1,0.4,90,0,1996/11/30 23:45:00+00,17,1996,643.736,64.6351272549564,7,41607.9582785966,Nov,2743154203.97308,226,0.077683300891394,0.039649861042486,0.009888694360716,0.01297891134844,0.011964686285802,0.004817569047528,0.038033439848908,0.007828549702233,0.014167456343718,0.01088707215675,0.005150361646206,0.067778759264074,0.003565634985835,0.034816444728354,0.006861866439407,58994.734,1.86702986893146,0.017717244062949,0.027146367692158,0.022851758442552,0.009967930693734
980,1996,12,"07",1996/12/07,13:58:00,3,FL,12,65,2,0,1,0.1,0,27.83,-82.3,27.83,-82.3,2,83,0,1996/12/07 19:58:00+00,13,1996,3218.68,59.607950690682,1,191858.918729084,Dec,12648988829.4314,227,0.61603929896405,0.31407645345634,0.100369134087505,0.119990666198879,0.072608139296896,0.020372876267593,0.30196284550771,0.087275884349802,0.123451952076826,0.066637832486924,0.025332814199626,0.555615420824908,0.031868235547387,0.216914797856009,0.050842851958358,69773.7554,3.2108973773272,0.187645018437307,0.243442618275705,0.13924597178382,0.045705690467219
1085,1996,12,"23",1996/12/23,13:30:00,3,CA,6,22,0,1,0,0.001,0,38.28,-122.08,38.28,-122.07,0.3,20,0,1996/12/23 19:30:00+00,13,1996,482.802,14.3633616122125,1,6934.65971309944,Dec,266710118.210682,228,2.85938845798397,1.40879639082987,0.402226497298992,0.512419346523338,0.37338471892624,0.109613797313869,1.4505920671541,0.394267288823931,0.546105431374149,0.379630635812058,0.141740741911393,1.97178512420387,0.231270488429808,1.05013988919185,0.045507822206333,110434.2838,412.332915569403,0.796493786122923,1.05852477789749,0.753015354738298,0.251354539225262
6,1997,1,"04",1997/01/04,22:55:00,3,KY,21,1,1,2,1,0.05,0,36.68,-85.15,36.68,-85.15,0.3,100,0,1997/01/05 04:55:00+00,22,1997,482.802,71.8168080610627,3,34673.2985654972,Jan,1704532507.86842,229,0.090437491645998,0.042379771403164,0.009930155291118,0.016215845237103,0.010464643249425,0.006251444064278,0.048057720242834,0.010917644855802,0.01694316893154,0.01144943365673,0.008265156360003,0.088715048180172,0.000190580343428,0.044484320518901,0.011640423831889,24712.8007,2.60827482205546,0.02084780014692,0.033159014168643,0.021914076906155,0.014516600424281
5,1997,1,"05",1997/01/05,09:15:00,3,GA,13,1,0,4,0,0.03,0,32.37,-81.88,32.37,-81.88,0.5,23,0,1997/01/05 15:15:00+00,9,1997,804.67,16.5178658540444,4,13291.4311167739,Jan,511194393.237141,230,0.00240633333675,0.001200669401996,0.000353893706823,0.000458737989951,0.000260499568519,0.000108585829964,0.001205663934754,0.00037317791396,0.000484333276587,0.000251039305353,0.000116065745593,0.001626841923789,0.000729588784062,0.000947019249449,0.00041100625446,47173.4846,0.181043961000797,0.000727071620783,0.000943071266538,0.000511538873872,0.000224651575557
8,1997,1,"15",1997/01/15,16:49:00,3,MS,28,1,1,2,0,0.1,0,31.28,-89.55,31.32,-89.47,7,80,0,1997/01/15 22:49:00+00,16,1997,11265.38,57.4534464488501,2,647234.906555947,Jan,31817940146.8773,231,8.03494289802947,3.96189338067052,1.20531198544133,1.56341614998159,0.847741576657482,0.333468488586119,4.07304951735895,1.20061866696522,1.64869213552681,0.831641177941066,0.404052716929857,7.55758316248579,0.383687498087521,3.03898097207358,0.587969170957539,44436.6533669593,12.4142607523825,2.40593065240655,3.21210828550839,1.67938275459855,0.737521205515976
22,1997,1,"15",1997/01/15,23:12:00,3,FL,12,7,1,3,0,0.03,0,30.67,-85.83,30.67,-85.83,0.2,50,0,1997/01/16 05:12:00+00,23,1997,321.868,35.9084040305313,3,11557.7661884991,Jan,568177502.622808,232,0.008179021584497,0.004014590595521,0.001007399580319,0.00136649703324,0.000960428690634,0.000620175311838,0.004164430988975,0.000964059888941,0.001419793183924,0.001091908346887,0.000748759548713,0.007195751628656,0.00070475372622,0.003962729282098,0.001815165494919,35254.2428,0.707664565202557,0.00197145946926,0.002786290217164,0.002052337037521,0.001368934860551
24,1997,1,"15",1997/01/15,23:43:00,3,FL,12,9,2,1,0,0.05,0,30.55,-85.35,30.55,-85.35,0.5,150,0,1997/01/16 05:43:00+00,23,1997,804.67,107.725212091594,1,86683.2464137429,Jan,5714904591.61059,233,0.030324601409044,0.015191089548695,0.004003432746818,0.005292919565287,0.003847447853199,0.001924800832613,0.015133511860349,0.003763786183749,0.005497023956651,0.003803506399712,0.002191683871013,0.029133564989112,1.5703660356e-05,0.014947214549225,0.00694340340113,40214.36,0.349832322434065,0.007767218930567,0.010789943521938,0.007650954252911,0.004116484703626
14,1997,1,"23",1997/01/23,17:23:00,3,TX,48,1,1,4,0,0.05,0,31.57,-95.58,31.58,-95.53,1,30,0,1997/01/23 23:23:00+00,17,1997,1609.34,21.5450424183188,4,34673.2985654972,Jan,1704532507.86842,234,0.941087489516678,0.455828877298377,0.126205556598404,0.149764990018591,0.108378707281261,0.071224512553916,0.485258612218301,0.124299635188436,0.159223250952007,0.111848849875117,0.090141987048947,0.875697499556711,0.048736015449902,0.438290589086519,0.118143418772856,43893.8553,27.1415621948683,0.25050519178684,0.308988240970598,0.220227557156378,0.161366499602863
37,1997,1,"24",1997/01/24,06:05:00,3,LA,22,2,1,1,0,0.16,0,29.73,-90.13,29.73,-90.12,4,10,0,1997/01/24 12:05:00+00,6,1997,6437.36,7.18168080610627,1,46231.0647539962,Jan,2272710010.49123,235,0.084411210690874,0.043201059896912,0.011197391804248,0.016067696033581,0.010500049932616,0.004909392305541,0.041210150793962,0.011247909381977,0.016273066051698,0.009931559409153,0.004284145772059,0.079091764730043,0.002296770255871,0.050514368943513,0.013825495542341,44071.9981,1.82585478271031,0.022445301186225,0.032340762085279,0.020431609341769,0.0091935380776
50,1997,1,"24",1997/01/24,16:53:00,3,TN,47,5,2,3,0,2,0,36.03,-86.37,36.1,-86.17,10.7,400,0,1997/01/24 22:53:00+00,16,1997,17219.938,287.267232244251,3,4946723.9286776,Jan,326130555361.244,236,112.155815538469,56.0694536174712,14.5502076274867,22.6341106988713,13.2929192678578,5.13493412027143,56.0863619209974,14.859885480133,22.0249930771589,13.3562912027726,6.30247406391694,103.705017981377,6.97151481005004,44.1666472974132,9.50077761554298,62406.4985640091,22.6727460750879,29.4100931076197,44.6591037760301,26.6492104706304,11.4374081841884
17,1997,1,"24",1997/01/24,17:00:00,3,AL,1,5,2,10,1,5,0,33.13,-87.57,33.25,-87.43,10,200,0,1997/01/24 23:00:00+00,17,1997,16093.4,143.633616122125,11,2311553.23769981,Jan,152397455776.282,237,816.248211849695,388.367160583925,102.973096232842,156.814683212484,82.1547511572383,49.6884211388589,427.881051265769,100.506740838494,176.011074762872,92.4054066276646,55.6940378792415,535.649772715214,264.008083405413,363.97188669156,23.1425300483222,56611.1600027876,353.116769511192,203.479837071336,332.825757975356,174.560157784903,105.3824590181
62,1997,1,"24",1997/01/24,17:00:00,3,TN,47,6,4,18,0,4.7,0,35.78,-86.5,35.83,-86.38,6.5,300,0,1997/01/24 23:00:00+00,17,1997,10460.71,215.450424183188,18,2253764.40675732,Jan,220868537133.178,238,569.55606843115,286.435146781052,77.1868991029532,142.474398938487,50.1123120898485,16.703140387984,283.120921650098,75.740367085187,130.930088189589,52.505184419192,23.9036782179084,458.834908535367,66.2630758587994,227.758262035268,9.19342666103195,64172.8211509564,252.713223584278,152.92726618814,273.404487128077,102.617496509041,40.6068186058924
54,1997,1,"24",1997/01/24,17:23:00,3,TN,47,7,2,1,0,0.01,0,36.08,-86.03,36.1,-86,2,220,0,1997/01/24 23:23:00+00,17,1997,3218.68,157.996977734338,1,508541.712293959,Jan,33527440270.7821,239,10.7220915580715,5.37542430982522,1.41312253274628,2.12463421893268,1.21177355075169,0.625140138785048,5.34666724824629,1.23105655460603,2.12080294199808,1.23256388345558,0.762997736796118,10.350131806408,0.184101013874159,4.59321088175044,0.947475157567251,50011.9100214269,21.0839962560902,2.6441790873523,4.24543716093077,2.44433743420727,1.38813787558117
56,1997,1,"24",1997/01/24,17:28:00,3,TN,47,8,2,6,0,1,0,36.12,-86.03,36.2,-85.8,14,440,0,1997/01/24 23:28:00+00,17,1997,22530.76,315.993955468676,6,7119583.97211542,Jan,469384163790.95,240,123.548680014935,62.5077081758388,16.8898271426468,24.3208024335643,14.0644072075375,7.00476880090967,61.0409718390965,14.2392624532937,24.3837064242824,14.1314556125432,8.51444994015763,119.059512678482,2.75879696742558,53.2192864268573,11.4487054379186,52280.3505666217,17.3533566706743,31.1290895959405,48.7045088578467,28.1958628200807,15.5192187410673
53,1997,1,"24",1997/01/24,17:33:00,3,TN,47,9,2,2,0,0.15,0,35.87,-86.03,35.92,-86,3.2,440,0,1997/01/24 23:33:00+00,17,1997,5149.888,315.993955468676,2,1627333.47934067,Jan,107287808866.503,241,24.1225507567577,12.3153292135611,3.20064612226279,4.74704500570763,2.97174331356213,1.28739698596653,11.8072215431965,2.97159254575956,4.51727917859773,2.87286524445408,1.55398236044721,23.5470006593912,0.25676463378993,10.0242861181145,1.70023809619057,47612.1872,14.823360462375,6.17223866802235,9.26432418430536,5.84460855801622,2.84137934641374
644,1997,1,"24",1997/01/24,17:40:00,3,KY,21,2,2,2,0,1.8,0,36.98,-85.9,36.98,-85.82,5,600,0,1997/01/24 23:40:00+00,17,1997,8046.7,430.900848366376,2,3467329.85654972,Jan,228596183664.424,242,151.913162216124,73.6532726337303,18.751144679568,28.7229044944191,17.6559872748628,8.69169450592722,78.2598895823936,18.2569699209293,29.9741064294796,18.7777808946868,11.0825740162511,145.205746107757,5.99990684402369,64.8292866302844,8.3703835797009,55485.2105050549,43.8127229023691,37.0081146004973,58.6970109238987,36.4337681695496,19.7742685221783
18,1997,1,"28",1997/01/28,00:08:00,3,AL,1,6,2,1,0,0.09,0,33.3,-87.7,33.3,-87.67,2,73,0,1997/01/28 06:08:00+00,0,1997,3218.68,52.4262698845757,1,168743.386352086,Jan,11125014271.6686,243,5.67037631121403,2.81801286612345,0.731771456809321,1.11448606603229,0.687379315508499,0.281571974178667,2.85236344509058,0.707563942139943,1.10991376540101,0.683690568489244,0.353999222655052,4.66239722052675,0.749954327828554,2.2386821032963,0.586438544579724,61076.2812,33.6035469821773,1.43933539894926,2.2243998314333,1.37106988399774,0.635571196833719
63,1997,2,"20",1997/02/20,19:59:00,3,AR,5,1,1,3,1,0.25,0,35.13,-94.02,35.17,-94.02,5,100,0,1997/02/21 01:59:00+00,19,1997,8046.7,71.8168080610627,4,577888.309424953,Feb,28408875131.1404,244,1.92912611730723,1.00851065101431,0.268468686821811,0.361695698308289,0.243427119736414,0.120697133965577,0.920615466292921,0.22696838102394,0.348817662271577,0.232568792072215,0.126482643107409,1.85508273714604,0.016563578356907,0.752262975641495,0.171558769627897,41855.3034329127,3.33823350610237,0.495437067845751,0.710513360579866,0.475995911808629,0.247179777072986
646,1997,2,"21",1997/02/21,03:55:00,3,MS,28,5,2,1,0,0.15,0,32.52,-89.57,32.57,-89.52,5,200,0,1997/02/21 09:55:00+00,3,1997,8046.7,143.633616122125,1,1155776.61884991,Feb,76198727888.1412,245,13.0608266024591,6.35525516217564,2.11034736876086,2.29888056097918,1.20594904378477,0.734160402008852,6.70557144028345,1.87416154535518,2.51730189437074,1.40436205156544,0.915663735634056,6.29493611434334,6.63398955027508,5.16254697846492,1.54950641796206,30829.2063,11.3004765708582,3.98450891411605,4.81618245534992,2.61031109535022,1.64982413764291
664,1997,3,"01",1997/03/01,01:00:00,3,MS,28,12,1,4,1,0.1,0,34.1,-89.22,34.37,-88.88,15,400,0,1997/03/01 07:00:00+00,1,1997,24140.1,287.267232244251,5,6934659.71309944,Mar,340906501573.685,246,392.66976541736,185.938198937334,53.1948327844817,71.5329110957974,39.052414351747,23.4403193428824,206.731566480026,52.1991865411833,75.0664277655038,42.837336325573,35.3463372101918,321.963400861306,63.0426348095166,162.586638018233,23.251040638041,42813.5184585247,56.6242298343227,105.394019325665,146.599338861301,81.88975067732,58.7866565530743
660,1997,3,"01",1997/03/01,01:32:00,3,TN,47,15,2,2,0,0.2,0,35.4,-87.67,35.4,-87.52,7.8,440,0,1997/03/01 07:32:00+00,1,1997,12552.852,315.993955468676,2,3966625.35589288,Mar,261514034112.101,247,31.2068563004012,18.7119179097047,3.27715340158131,9.62118798628892,3.97588678676863,1.69928833499868,12.4949383906965,2.92322191104777,4.61255241349247,3.34868161456041,1.74888385166303,27.0775364013765,3.5974477889404,11.2843968492942,3.1726135469431,39393.3523352895,7.86735663201463,6.20037531262908,14.2337403997814,7.32456840132903,3.44817218666171
665,1997,3,"01",1997/03/01,02:35:00,3,MS,28,13,3,1,0,0.01,0,34.07,-89.43,34.17,-89.35,5,400,0,1997/03/01 08:35:00+00,2,1997,8046.7,287.267232244251,1,2311553.23769981,Mar,199898737531.341,248,25.8140383358388,12.7628070195005,3.05370384912244,4.97654002037735,2.84896406309307,1.81277068652528,13.0512313163383,3.07335593784292,4.87444923637743,2.91933258590869,2.25492195659161,21.9530456610053,3.58445919731317,11.4974815673522,2.21404456740174,43520.3331488571,11.1673994415659,6.12705978696535,9.85098925675478,5.76829664900176,4.0676926431169
668,1997,3,"01",1997/03/01,03:15:00,3,MS,28,16,3,16,0,0.25,0,34.38,-89.03,34.58,-88.83,30,400,0,1997/03/01 09:15:00+00,3,1997,48280.2,287.267232244251,16,13869319.4261989,Mar,1199392425188.04,249,137.867298548116,68.8976791467791,17.5155706491076,26.3189937232805,15.6928651625773,8.90542123636247,68.9696194013366,16.9810853225845,26.1446099791901,15.9873287087209,10.3214237662922,126.50707621117,10.3879518343404,56.8539034159258,13.8910651308718,46363.9245739263,9.94045160483413,34.4966559716921,52.4636037024706,31.6801938712983,19.2268450026547
648,1997,3,"01",1997/03/01,13:55:00,3,AR,5,2,3,2,0,3,0,33.68,-93.57,33.88,-93.28,18,880,0,1997/03/01 19:55:00+00,13,1997,28968.12,631.987910937352,2,18307501.6425825,Mar,1583198001248.22,250,305.72552255282,145.220636205171,40.9097189078268,52.3605730395794,33.5142239054231,20.2942196313844,160.504886347649,39.4046254418235,54.9753529210673,33.3882188568704,30.8785898488453,198.268149265206,98.2137640836757,135.280394418361,21.8812706070509,39915.7057771018,16.6994671649634,80.3143443496502,107.335925960647,66.9024427622934,51.1728094802297
